GISPROD3OSMPTrailsOSMPOBJECTID,GISPROD3OSMPTrailsOSMPOWNER,GISPROD3OSMPTrailsOSMPBICYCLES,GISPROD3OSMPTrailsOSMPTRAILTYPE,GISPROD3OSMPTrailsOSMPSEGMENTID,GISPROD3OSMPTrailsOSMPHORSES,GISPROD3OSMPTrailsOSMPTRLID,GISPROD3OSMPTrailsOSMPMILEAGE,GISPROD3OSMPTrailsOSMPMEASUREDFEET,GISPROD3OSMPTrailsOSMPTRAILNAME,GISPROD3OSMPTrailsOSMPGlobalID,GISPROD3OSMPTrailsOSMPDogs,GISPROD3OSMPTrailsOSMPDogRegGen,GISPROD3OSMPTrailsOSMPDogRegDesc,GISPROD3OSMPTrailClosuresOBJECTID,GISPROD3OSMPTrailClosuresCLOSUREDURATION,GISPROD3OSMPTrailClosuresWEBLINK,GISPROD3OSMPTrailClosuresCLOSUREAREA,GISPROD3OSMPTrailClosuresTRAILSTATUS,GISPROD3OSMPTrailClosuresCLOSUREREASON,GISPROD3OSMPTrailClosuresLOCATIONDESCRIPTION,GISPROD3OSMPTrailClosuresCONTACT,GISPROD3OSMPTrailClosuresCOMMENTS,GISPROD3OSMPTrailClosuresGLOBALID
808,OSMP,No,Hiking Trail,286-313-306,Yes,286,0.122,651,Red Rocks,{9BBD6D25-5744-4ACA-BECD-65B3A008CE0D},,,,297,Until Further Notice,,,Open,Intermittent Closure,,https://bouldercolorado.gov/osmp/osmp-projects,Closed M-F 5am-5pm because of heavy equipment on site. A detour is available.,{D641DC3A-3043-4891-9EC9-46E4D9F58285}
809,OSMP,No,Hiking Trail,308-308-309,Yes,308,0.028,145,Red Rocks Spur,{0EA17BD4-597A-408F-B50B-EF7006834B06},,,,298,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,Trail closed 11/16-11/19,{E82185DE-6388-4C26-8F60-142E0D1732F6}
810,OSMP,No,Hiking Trail,308-304-308,Yes,308,0.046,248,Red Rocks Spur,{8E311F3E-9E4C-49D3-A4A3-86529CB859A8},,,,299,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,Trail closed 11/16-11/19,{23F17F19-9B28-4830-994F-AE66711CF7A8}
811,OSMP,No,Hiking Trail,308-303-308,Yes,308,0.047,274,Red Rocks Spur,{D16DB074-1088-43EE-90D9-6415CC515E19},,,,300,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,Trail closed 11/16-11/19,{840283B0-06A4-402D-A054-724ECDDFE644}
812,OSMP,No,Hiking Trail,308-309-300,Yes,308,0.048,257,Red Rocks Spur,{8C6A18A0-363C-4FF2-A15F-27726785E557},,,,301,Until Further Notice,,,Open,Intermittent Closure,,https://bouldercolorado.gov/osmp/temporary-closures,Trail intermittently closed 11/16-11/19,{32B348CA-CEE7-4E54-ADC0-098439E7EED9}
813,OSMP,No,Hiking Trail,308-303-304,Yes,308,0.023,108,Red Rocks Spur,{02437B96-F711-462A-8465-3967332F966A},,,,302,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,Trail closed 11/16-11/19,{8D070D0A-3E57-4CC7-BA6E-5053C7E848BB}
814,OSMP,No,Hiking Trail,308-304-305,Yes,308,0.031,175,Red Rocks Spur,{1B306512-2ADE-454D-BD30-44721E5A67DB},,,,303,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,Trail closed 11/16-11/19,{5E970473-1E0C-4BBF-8BC3-6BD2094319D7}
815,OSMP,No,Hiking Trail,308-306-305,Yes,308,0.01,53,Red Rocks Spur,{9B7F02A2-9D1D-4BE8-ACC8-D69804F3CC8A},,,,304,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,Trail closed 11/16-11/19,{0ADD7971-B573-4038-8D1C-AC81CDF51C49}
770,OSMP,No,Hiking Trail,308-300-303,Yes,308,0.049,149,Red Rocks Spur,{A029D6E9-DD36-4AF8-80E0-17859A6091B0},,,,638,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,Trail closed 11/16-11/19,{98F35E7D-0DB8-4B67-9D2F-D04DFED33B7B}
816,OSMP,No,Hiking Trail,308-305-302,Yes,308,0.065,354,Red Rocks Spur,{56896C9F-B561-4E80-B96E-9BD1D0668522},,,,305,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,Trail closed 11/16-11/19,{B6781368-4656-4A6B-8C1E-1A3A33B5710F}
817,OSMP,No,Hiking Trail,308-302-304,Yes,308,0.041,234,Red Rocks Spur,{7CA7B5DF-1319-462D-8AA4-BE3B28408547},,,,306,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,Trail closed 11/16-11/19,{24318816-24ED-4C27-B024-11F2E28EEF50}
818,OSMP,No,Hiking Trail,308-302-297,Yes,308,0.058,309,Red Rocks Spur,{F5B72A70-29FE-4181-87CC-B8824500C786},,,,307,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,Trail closed 11/16-11/19,{C4A08E59-5427-4882-A410-5723369A486E}
819,OSMP,No,Hiking Trail,308-301-300,Yes,308,0.053,288,Red Rocks Spur,{27A7F9F6-88F0-4EBC-9D53-86396BE20EAD},,,,308,Until Further Notice,,,Open,Intermittent Closure,,https://bouldercolorado.gov/osmp/temporary-closures,Trail intermittently closed 11/16-11/19,{D9B50F5E-99C3-460C-8F57-F6FF89ABD465}
820,OSMP,No,Hiking Trail,308-301-297,Yes,308,0.041,224,Red Rocks Spur,{93BB34B2-421B-4C97-9D9C-975F453B42A4},,,,309,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{AB3D4936-F320-4C8C-ACD9-DE9E3E73E48E}
821,OSMP,No,Hiking Trail,286-296-306,Yes,286,0.078,399,Red Rocks,{A22F3646-862D-476A-93C6-3E7C3BCD7975},,,,310,Until Further Notice,,,Closed,Other,,,Trail closed and has been rerouted.,{BF67B4B0-05B1-43B5-8B2D-058F6C35C358}
822,OSMP,No,Hiking Trail,308-299-301,Yes,308,0.022,120,Red Rocks Spur,{D44CAB49-68A7-4A4D-9C91-E2E402754157},,,,311,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{53237EEB-A478-4384-90AF-31667A2453C5}
823,OSMP,No,Hiking Trail,308-300-299,Yes,308,0.053,292,Red Rocks Spur,{A1B2223F-194F-4893-ADCB-AFADA8CC9F39},,,,312,Until Further Notice,,,Open,Intermittent Closure,,https://bouldercolorado.gov/osmp/temporary-closures,Trail intermittently closed 11/16-11/19,{358E6641-1FC2-4A4C-B2AE-5875ABFD3F6F}
851,OSMP,No,Hiking Trail,308-298-299,Yes,308,0.166,885,Red Rocks Spur,{608B2C31-1EC7-4F75-81E7-773D4F0339BC},,,,313,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{79ED2BD1-9323-4157-850F-1A4661848829}
852,OSMP,No,Hiking Trail,308-297-298,Yes,308,0.015,82,Red Rocks Spur,{1FE80463-65D5-4CDD-B84A-B361B0E7340B},,,,314,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{BD760DF3-1AC7-45A5-9D07-FDEBC8620107}
853,OSMP,No,Hiking Trail,308-298-293,Yes,308,0.111,654,Red Rocks Spur,{42A05085-0604-4AA5-AF4D-BB6591039355},,,,315,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{EDFD37B5-9F90-42BD-82CD-24DB1DFCBCC9}
854,OSMP,No,Hiking Trail,286-292-296,Yes,286,0.209,1172,Red Rocks,{37F43826-BD0E-4869-9747-90F97D0A81CC},,,,316,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,Trail closed 11/16-11/19,{CF94C003-0753-4A28-BF4C-126760E62BCA}
855,OSMP,No,Hiking Trail,308-294-293,Yes,308,0.034,170,Red Rocks Spur,{E2E41562-FEAE-4806-85E8-7A5F5D1C9854},,,,317,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{360FAFDC-1F04-4A43-846F-D73246973ABA}
856,OSMP,No,Hiking Trail,308-293-294,Yes,308,0.116,592,Red Rocks Spur,{B5F9746C-5730-474A-873A-F5A2435C4CC8},,,,318,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{A982C625-F711-4C43-B43D-EDE43617D355}
857,OSMP,No,Hiking Trail,308-294-295,Yes,308,0.005,21,Red Rocks Spur,{A426BCC1-3A83-4BD8-8D96-C3741BA50783},,,,319,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{DCFEACD2-CB30-4460-B233-8699A2417133}
858,OSMP,No,Hiking Trail,308-293-292,Yes,308,0.021,108,Red Rocks Spur,{D7A5DAF2-BBAC-4365-93EA-A75CA3EEEF03},,,,320,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{A6E6510D-CD9A-4982-8857-3E362206BD15}
859,OSMP,No,Hiking Trail,286-292-291,Yes,286,0.025,123,Red Rocks,{3A0C7489-76B1-470F-9CD0-9D723761EAEB},,,,321,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{3249CB09-DCD4-4861-939A-C8604800F054}
783,OSMP,No,Climbing Access,317-284-283,No,317,0.06,-9999,Elephant Buttress,{8390DF9B-9FD7-4E49-931D-428344813D5D},,,,28,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{F9BF2F0F-13E8-4719-B5BF-4A3B103DAD7F}
782,OSMP,No,Climbing Access,317-285-284,No,317,0.042,-9999,Elephant Buttress,{A4BFF864-035C-4FA2-9504-6F06F373BF05},,,,27,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{5CDC57AE-526A-4EC0-BA57-BC2082847763}
781,OSMP,No,Climbing Access,317-287-285,No,317,0.005,-9999,Elephant Buttress,{F05D0B41-26D1-4CA9-A40F-762AFCDA2943},,,,26,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{6719A487-C1D6-4B7E-A911-B4FC67BD221D}
784,OSMP,No,Climbing Access,317-286-285,No,317,0.022,-9999,Elephant Buttress,{C422CC3B-0056-419F-8D59-24B1E4B9FE2E},,,,29,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{87966E80-87E0-4F3A-835A-5123AB0D4F87}
834,OSMP,No,Climbing Access,318-289-288,No,318,0.092,-9999,The Dome,{ADD475AF-CFE1-488A-B455-1786B961B2EC},,,,46,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{CCBF8A8C-D339-481A-999D-8E1F1CA7DE63}
780,OSMP,No,Climbing Access,318-290-288,No,318,0.03,-9999,The Dome,{973CA3AA-051D-4CE6-8A41-4C28AEDAA878},,,,25,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{ED1D75FB-05D9-40B4-8235-396C63BEA56E}
779,OSMP,No,Climbing Access,318-288-284,No,318,0.04,-9999,The Dome,{CE9EFFEC-49FD-4532-9E19-4B2E8C874CBB},,,,24,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{21C5E7A8-7B19-40F4-BDEF-D95F1CD95781}
987,OSMP,No,Climbing Access,315-218-217,No,315,0.013,-9999,Contact Corner Spur,{818F1656-BEF7-4D8D-99EB-5F3CB8278E89},,,,370,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{1ABC2E29-3286-45FC-83DB-44F7B5A2AF06}
988,OSMP,No,Climbing Access,315-215-216,No,315,0.008,-9999,Contact Corner Spur,{101A51EB-53E9-4824-9D35-63ED907AB51A},,,,371,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{502167B9-8C9D-4715-889D-1119BC04F803}
997,OSMP,No,Climbing Access,314-358-217,No,314,0.027,-9999,Contact Corner,{6B6A7496-F71D-4F7A-B2D8-A716B6098818},,,,380,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{3330C9A8-6FE0-4E4F-A037-B2D19B1D9E8E}
999,OSMP,No,Climbing Access,314-217-215,No,314,0.005,-9999,Contact Corner,{FB40BF4C-B747-4EE8-B1A3-9E6F8E733FD9},,,,382,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{47D2AD0E-B22E-4609-97F1-7965085BF9EF}
1031,OSMP,No,Climbing Access,314-215-214,No,314,0.002,-9999,Contact Corner,{2C784145-AFAC-42A5-8D75-8CC6047F9185},,,,384,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{C8BB586F-570C-46B5-95E4-5488CA8EC1DB}
989,OSMP,No,Climbing Access,315-212-214,No,315,0.005,-9999,Contact Corner Spur,{3CF4D00A-A894-4FD2-9352-AC48EED2F77B},,,,372,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{028DC6B6-8C85-45F2-8E4B-3E5B1ABF96FD}
990,OSMP,No,Climbing Access,315-213-212,No,315,0.003,-9999,Contact Corner Spur,{8A4CAC93-8C1E-4C46-A50B-29112C394DBA},,,,373,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{9D3947DB-FA7E-40A3-B9E7-3A60EA44561D}
1000,OSMP,No,Climbing Access,314-214-211,No,314,0.009,-9999,Contact Corner,{8EFD97E1-69EF-450C-843A-3F0EBADE2D06},,,,383,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{9499AA0B-18A6-4884-BEBD-17096A174BEB}
991,OSMP,No,Climbing Access,315-212-211,No,315,0.009,-9999,Contact Corner Spur,{97954A1D-9FD1-467D-B020-C5F59271DFBC},,,,374,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{4D75549E-2012-4B48-A6E1-5044496DC289}
998,OSMP,No,Climbing Access,314-211-210,No,314,0.024,-9999,Contact Corner,{052C36AE-7E10-4861-8729-35F298333AD1},,,,381,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{A05F2560-946A-4943-A1DF-36C54AA48422}
986,OSMP,No,Climbing Access,315-358-210,No,315,0.017,-9999,Contact Corner Spur,{CCD82642-1378-406C-B274-3B3434D2646D},,,,369,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{1851DC05-FB92-42D1-BAA3-5FB2DC72B4D5}
996,OSMP,No,Climbing Access,314-220-358,No,314,0.031,-9999,Contact Corner,{3DD730CE-866F-4AE3-8E19-C3A6913E9A11},,,,379,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{A2D975FB-7EC4-414E-BB1E-806007F9D068}
995,OSMP,No,Climbing Access,314-221-220,No,314,0.002,-9999,Contact Corner,{457B8DA4-85F0-4260-B2D1-56ACBC09296E},,,,378,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{3A0A6D61-E5EA-4142-9C61-7DE296481834}
993,OSMP,No,Climbing Access,315-222-220,No,315,0.006,-9999,Contact Corner Spur,{49C9E12C-3D60-47F1-83F0-2D875F5755F1},,,,376,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{7F182975-762C-4914-8B5B-48190EB4A738}
994,OSMP,No,Climbing Access,315-224-222,No,315,0.012,-9999,Contact Corner Spur,{A1700496-82BF-4782-93AB-15F2F6CA524F},,,,377,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{19BCEBC5-DDB1-4E73-BBBE-4A939150C623}
992,OSMP,No,Climbing Access,315-223-222,No,315,0.007,-9999,Contact Corner Spur,{E98217EB-23AC-405A-8B7B-8F448624A46C},,,,375,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{BC71D40A-1C72-4E92-84E0-544AE42D2AEE}
1034,OSMP,No,Climbing Access,324-210-209,No,324,0.068,-9999,Contact Corner Connector,{6FDA6D6C-5B8B-440D-A14C-2EEAD535790E},,,,387,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{526AF49E-C4CB-4BC8-BE5B-7A428C775C3F}
1037,OSMP,No,Climbing Access,276-209-189,No,276,0.018,-9999,Crown Rock Climbing Areas,{05EB14E4-1169-48F5-B5DC-24B7083B8174},,,,390,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{9E03FFF4-2AB1-4D01-9778-5740A8236E07}
982,OSMP,No,Climbing Access,276-199-209,No,276,0.023,-9999,Crown Rock Climbing Areas,{95E25864-BF42-439D-AB55-5DC3AC2A8815},,,,365,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{48626D00-65C6-4720-86C8-48D23157B071}
985,OSMP,No,Climbing Access,276-199-196,No,276,0.014,-9999,Crown Rock Climbing Areas,{7C147D8C-380B-45EC-B7D8-CA3CAE5D6497},,,,368,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{C231CAAA-6730-4C10-9418-7C10F16C1D71}
983,OSMP,No,Climbing Access,276-198-199,No,276,0.017,-9999,Crown Rock Climbing Areas,{13B3C324-CB44-4D72-868F-4720004E2F09},,,,366,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{D522874F-C196-4BE9-A93D-94A7033E0B27}
984,OSMP,No,Climbing Access,276-197-196,No,276,0.014,-9999,Crown Rock Climbing Areas,{4924BA2C-83F9-4E49-AAED-66D65F889B19},,,,367,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{953E2D80-1219-40FE-9F73-DEE4DC5C3710}
1038,OSMP,No,Climbing Access,276-196-191,No,276,0.027,-9999,Crown Rock Climbing Areas,{806490E4-3D77-4688-958D-4E830E27398D},,,,391,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{2CABFB00-9FCD-4765-907E-96B34DAE0A74}
1050,OSMP,No,Hiking Trail,280-189-190,Yes,280,0.031,172,Flagstaff,{E5EF2388-0667-4FE7-A555-937D6A387A4D},,,,403,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{E5FA7DAB-95F2-486C-B139-AC2D743F2755}
1036,OSMP,No,Climbing Access,276-190-203,No,276,0.036,-9999,Crown Rock Climbing Areas,{D1151245-9B03-44C9-87B9-FDEFC7C443EE},,,,389,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{57E637ED-FE88-490D-8B35-731A2BB0BEB5}
1051,OSMP,No,Hiking Trail,280-190-191,Yes,280,0.027,147,Flagstaff,{CAAA5EAA-A00D-4FC9-AE6C-027BDA9AC042},,,,404,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{7473DA37-F8FF-4189-8985-53CCD0BF3093}
1086,OSMP,No,Hiking Trail,280-191-192,Yes,280,0.032,170,Flagstaff,{D570A008-DB34-4245-88AB-893E894BD93A},,,,405,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{8CA9FA0A-0D72-470E-A0F4-DEDE8C110A87}
1092,OSMP,No,Climbing Access,319-147-246,No,319,0.045,-9999,Sacred Cliffs,{1BB4FB3E-15BC-410C-83FC-808CB1EEEFB7},,,,3,Feb 1 to July 31 for Raptors,,,Open,Seasonal Wildlife Closure,,https://bouldercolorado.gov/osmp/temporary-closures,Climbing Access Trail in Seasonal Wildlefe Closure Area,{30C78AB1-6043-4813-9154-5D5D9768B8DD}
1093,OSMP,No,Climbing Access,319-246-248,No,319,0.133,-9999,Sacred Cliffs,{8F58F1F8-293D-41E7-AF77-4D1F4A855EE7},,,,4,Feb 1 to July 31 for Raptors,,,Open,Seasonal Wildlife Closure,,https://bouldercolorado.gov/osmp/temporary-closures,Climbing Access Trail in Seasonal Wildlefe Closure Area,{5CDBF5FE-B19D-4A33-BD1B-AA154B1616CB}
1091,OSMP,No,Climbing Access,319-246-249,No,319,0.325,-9999,Sacred Cliffs,{03A813D5-9A8D-4234-BAAB-FF3CF80C8227},,,,2,Feb 1 to July 31 for Raptors,,,Open,Seasonal Wildlife Closure,,https://bouldercolorado.gov/osmp/temporary-closures,Climbing Access Trail in Seasonal Wildlefe Closure Area,{382D4AF9-D32D-4894-91CD-E89B790D767D}
1096,OSMP,No,Climbing Access,319-249-251,No,319,0.144,-9999,Sacred Cliffs,{06B522B4-4DD2-49DA-89D1-A70A620D19AC},,,,6,Feb 1 to July 31 for Raptors,,,Open,Seasonal Wildlife Closure,,https://bouldercolorado.gov/osmp/temporary-closures,Climbing Access Trail in Seasonal Wildlefe Closure Area,{CE600A28-84C5-4CB6-BBBA-FF3FD4F6E3E2}
1095,OSMP,No,Climbing Access,319-252-253,No,319,0.042,-9999,Sacred Cliffs,{AC8459C1-8F95-4A50-BF03-9C52B5E97F21},,,,409,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{267D82A2-EDEB-4237-B4ED-93ABD02B9439}
1090,OSMP,No,Climbing Access,319-249-250,No,319,0.306,-9999,Sacred Cliffs,{33A61FDC-CF83-4862-8319-B544A01F515A},,,,1,Feb 1 to July 31 for Raptors,,,Open,Seasonal Wildlife Closure,,https://bouldercolorado.gov/osmp/temporary-closures,Climbing Access Trail in Seasonal Wildlefe Closure Area,{04747766-C84A-4F74-B9ED-FEAF1A5B85DE}
846,OSMP,No,Hiking Trail,224-136-137,No,224,0.024,-9999,Bear Peak,{4A66806E-A5FD-4C47-BCCF-9FB8AE46974E},,,,57,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{B48E65D4-14BA-4287-B992-8B00B4D387B1}
909,OSMP,No,Hiking Trail,284-200-225,Yes,284,0.023,116,Halfway House,{C4083354-A882-4449-8989-DD12A6E6F1F4},,,,343,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{93ADBF05-F138-421B-9B92-C4EED5EE5C0C}
910,OSMP,No,Hiking Trail,284-225-201,Yes,284,0.033,181,Halfway House,{1B57E4D7-1209-4311-83C5-C1144CB52C07},,,,344,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{418509B1-E51C-4695-8CA3-1AE1257ED921}
788,OSMP,Yes,Multi-Use Trail,116-425-424,Yes,116,0.178,-9999,Flatirons Vista North,{68B75FF7-C017-48CF-AEBD-4B3925A87BBC},,,,39,Until Further Notice,,Flatirons Vista,Open,Muddy Trail,,https://bouldercolorado.gov/osmp/temporary-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{829C3A3D-2485-4814-947B-2380C23D3AC2}
790,OSMP,Yes,Multi-Use Trail,117-427-423,Yes,117,0.199,-9999,Prairie Vista,{6C1A8A19-D41E-4899-B013-DA6A0FC0423E},,,,41,Until Further Notice,,Flatirons Vista,Open,Muddy Trail,,https://bouldercolorado.gov/osmp/temporary-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{132510D0-65AD-4BBA-BA5B-A3D80C0318FE}
980,OSMP,No,Hiking Trail,275-180-177,Yes,275,0.089,506,Ute,{11D663A5-B197-4144-820B-424CC33911A2},,,,363,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{A328CF37-B499-463E-85DA-18D6E7FF2962}
981,OSMP,No,Hiking Trail,274-177-173,Yes,274,0.633,3440,Range View,{E686487D-F5FC-495E-8092-4B7F4AC3D3A0},,,,364,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{561FB11F-7E0E-4D4F-A16C-054899977099}
700,OSMP,Yes,Multi-Use Trail,101-403-404,Yes,101,0.007,28,Doudy Draw,{B9AECC39-5D44-43D8-9DDE-285BB89B394F},,,,257,Until Further Notice,,Doudy Draw,Open,Muddy Trail,,https://bouldercolorado.gov/osmp/temporary-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{FDD25A66-7B17-4E9E-AC42-20919569EEC9}
741,OSMP,No,Hiking Trail,252-123-030,Yes,252,0.091,484,Bluebell-Baird,{4705E3DF-D855-4964-B1E0-E2DF5DC9CE24},,,,509,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{E56D8A80-9672-4726-90BC-48BAB0210B7C}
742,OSMP,No,Hiking Trail,257-255-123,Yes,257,0.195,1030,Royal Arch,{6DCFFF70-59D3-461A-ABC9-5085FDD5D882},,,,510,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{DC6ADFD8-CA85-41AB-B94B-FF6883882B46}
743,OSMP,No,Hiking Trail,249-032-018,Yes,249,0.067,350,Bluebell Road,{2A249CFE-0282-4AA1-BF88-07A13177C76F},,,,511,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{2DD794B4-5BB5-4713-9CD4-160805096F0F}
840,OSMP,Yes,Multi-Use Trail,116-428-427,Yes,116,0.004,22,Flatirons Vista North,{00E53C49-EE75-43F0-B7F3-3DBB415294DC},,,,52,Until Further Notice,,Flatirons Vista,Open,Muddy Trail,,https://bouldercolorado.gov/osmp/temporary-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{1323332F-0D14-4A50-B005-25F2F202FAFC}
938,OSMP,No,Hiking Trail,417-664-667,No,417,0.009,51,Buckingham Park,{371B5080-5DA4-47A4-95EA-AB60B31C33C5},,,,77,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,CalWood Fire closure,{2CEA5DCB-5752-440B-9B1E-3CCD64E5D03B}
664,OSMP,Yes,Multi-Use Trail,103-433-436,Yes,103,1.414,7328,Greenbelt Plateau,{3AA74931-A380-491C-A67B-686EA47DA8A4},,,,223,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Maintenance,,https://bouldercolorado.gov/osmp/temporary-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{979FE8CD-BF01-49E5-B664-8C4C7B96F408}
665,OSMP,Yes,Multi-Use Trail,103-432-433,Yes,103,0.005,24,Greenbelt Plateau,{E2ACB4D7-7EA8-42A2-8CDA-41AE95A143B6},,,,224,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Trail,,https://bouldercolorado.gov/osmp/temporary-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{D23D00C2-4AD5-4C62-88CF-058A6B338EF2}
971,OSMP,Yes,Multi-Use Trail,409-673-654,Yes,409,0.666,3515,Sage,{A710DB34-AEA8-4A66-BBEA-4CEF4776CE95},,,,90,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,CalWood Fire closure,{856564B5-B35E-4C2D-81F8-B0DA0C38546F}
974,OSMP,Yes,Multi-Use Trail,409-654-653,Yes,409,0.006,-9999,Sage,{AEFF6714-22AF-430C-8540-A67FA2103000},,,,93,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{E8B05748-8F58-4962-9DD4-74D5A8D2F6B3}
1083,OSMP,No,Hiking Trail,407-606-605,Yes,407,0.092,502,Wonderland Lake,{09FAD83B-482D-460C-81BA-7DB8A65CE382},,,,132,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{70D11FB3-535A-4589-90F9-A1F211D31A49}
860,OSMP,No,Hiking Trail,308-312-314,Yes,308,0.012,63,Red Rocks Spur,{6B014C22-B699-463C-83AF-5FEF491B1B3C},,,,322,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{E60009FA-3634-48BF-833D-AAF8FADD6F19}
861,OSMP,No,Hiking Trail,308-314-315,Yes,308,0.047,257,Red Rocks Spur,{72C0806D-06AF-4FBD-8456-F2370A2C00EF},,,,323,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{06B0EDDA-1C83-437E-9433-FA59BF1F813A}
862,OSMP,No,Hiking Trail,308-311-314,Yes,308,0.022,124,Red Rocks Spur,{2D7B5589-AB42-45F6-9256-1982BB567C51},,,,324,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{54B77193-AA8E-4DBC-B24C-215285EB8C1C}
